Kind,Name,File,Cyclomatic,CountLineCodeExe
Static Function,"ce_compare_link",git\read-cache.c,4,11
Static Function,"ce_excluded",git\builtin\ls-files.c,1,2
Static Function,"ce_flush",git\read-cache.c,5,11
Static Function,"ce_in_traverse_path",git\unpack-trees.c,3,5
Static Function,"ce_match_stat_basic",git\read-cache.c,12,28
Static Function,"ce_mode_from_stat",git\cache.h,4,8
Static Function,"ce_modified_check_fs",git\read-cache.c,8,15
Function,"ce_path_match",git\read-cache.c,1,1
Function,"ce_same_name",git\read-cache.c,1,2
Static Function,"ce_smudge_racily_clean_entry",git\read-cache.c,4,6
Static Function,"ce_to_dtype",git\cache.h,4,9
Static Function,"ce_write",git\read-cache.c,5,16
Static Function,"ce_write_entry",git\read-cache.c,5,27
Static Function,"ce_write_flush",git\read-cache.c,3,7
Static Function,"change_mparam",git\compat\nedmalloc\malloc.c.h,6,17
Static Function,"change_note_fanout",git\fast-import.c,1,1
Static Function,"chdir_len",git\unix-socket.c,1,4
File,"check-attr.c",git\builtin\check-attr.c,,110
File,"check-ignore.c",git\builtin\check-ignore.c,,116
File,"check-mailmap.c",git\builtin\check-mailmap.c,,36
File,"check-racy.c",git\check-racy.c,,16
File,"check-ref-format.c",git\builtin\check-ref-format.c,,46
Static Function,"check_aliased_update",git\builtin\receive-pack.c,5,30
Static Function,"check_aliased_updates",git\builtin\receive-pack.c,4,10
Static Function,"check_ancestors",git\bisect.c,1,8
Static Function,"check_argc",git\builtin\config.c,2,4
Static Function,"check_arrival",git\compat\regex\regexec.c,26,90
Static Function,"check_arrival_add_next_nodes",git\compat\regex\regexec.c,4,13
Static Function,"check_arrival_expand_ecl",git\compat\regex\regexec.c,6,21
Static Function,"check_arrival_expand_ecl_sub",git\compat\regex\regexec.c,9,21
Static Function,"check_attr",git\builtin\check-attr.c,5,12
Static Function,"check_attr_stdin_paths",git\builtin\check-attr.c,5,13
Static Function,"check_auto_color",git\color.c,4,7
Static Function,"check_blank_at_eof",git\diff.c,2,11
Static Function,"check_blob_write",git\builtin\config.c,2,2
Static Function,"check_branch_commit",git\builtin\branch.c,3,10
Static Function,"check_collison",git\builtin\index-pack.c,4,14
Static Function,"check_commit",git\sha1_file.c,2,3
Static Function,"check_commit",git\commit.c,3,6
Function,"check_commit_signature",git\commit.c,3,20
Static Function,"check_connectivity",git\builtin\fsck.c,4,8
Static Function,"check_content_type",git\http-backend.c,3,12
Static Function,"check_dead_children",git\daemon.c,4,11
Static Function,"check_delta_limit",git\builtin\pack-objects.c,3,8
Static Function,"check_dst_limits",git\compat\regex\regexec.c,3,17
Static Function,"check_dst_limits_calc_pos",git\compat\regex\regexec.c,4,11
Static Function,"check_dst_limits_calc_pos_1",git\compat\regex\regexec.c,17,44
Static Function,"check_emacsclient_version",git\builtin\help.c,4,22
Static Function,"check_entry_match",git\tree-walk.c,4,8
Function,"check_everything_connected",git\connected.c,1,1
Function,"check_everything_connected_with_transport",git\connected.c,10,44
Static Function,"check_expirations",git\credential-cache--daemon.c,8,21
Static Function,"check_file_directory_conflict",git\read-cache.c,2,4
Function,"check_filename",git\setup.c,6,13
Function,"check_for_new_submodule_commits",git\submodule.c,2,4
Static Function,"check_good_are_ancestors_of_bad",git\bisect.c,6,16
Static Function,"check_halt_node_context",git\compat\regex\regexec.c,4,9
Static Function,"check_halt_state_context",git\compat\regex\regexec.c,3,5
Static Function,"check_header",git\builtin\mailinfo.c,9,36
Static Function,"check_ignore",git\builtin\check-ignore.c,7,23
Static Function,"check_ignore_stdin_paths",git\builtin\check-ignore.c,5,18
Function,"check_leading_path",git\symlinks.c,1,1
Static Function,"check_local_mod",git\builtin\rm.c,17,75
Static Function,"check_locks",git\http-push.c,4,13
Static Function,"check_mailmap",git\builtin\check-mailmap.c,3,10
Static Function,"check_matching",git\compat\regex\regexec.c,23,67
Static Function,"check_merge_bases",git\bisect.c,5,15
Static Function,"check_node_accept",git\compat\regex\regexec.c,9,23
Static Function,"check_non_tip",git\upload-pack.c,14,46
Static Function,"check_not_current_branch",git\builtin\fetch.c,4,8
Static Function,"check_notes_merge_worktree",git\notes-merge.c,6,21
Static Function,"check_object",git\builtin\index-pack.c,5,11
Static Function,"check_object",git\builtin\fsck.c,3,6
Static Function,"check_object",git\builtin\pack-objects.c,15,67
Static Function,"check_object",git\builtin\unpack-objects.c,8,18
Static Function,"check_objects",git\builtin\index-pack.c,2,5
Static Function,"check_offset_overflow",git\vcs-svn\sliding_window.c,3,8
Static Function,"check_ok_to_remove",git\unpack-trees.c,8,15
Static Function,"check_one_conflict",git\rerere.c,7,20
Static Function,"check_or_regenerate_marks",git\remote-testsvn.c,7,25
Function,"check_pack_crc",git\pack-check.c,3,12
Static Function,"check_pack_inflate",git\builtin\pack-objects.c,3,14
Static Function,"check_packed_git_idx",git\sha1_file.c,15,54
Function,"check_pager_config",git\pager.c,2,7
Static Function,"check_pair_status",git\diff.c,3,7
Static Function,"check_patch",git\builtin\apply.c,16,54
Static Function,"check_patch_list",git\builtin\apply.c,3,9
Static Function,"check_path",git\entry.c,3,7
Static Function,"check_pbase_path",git\builtin\pack-objects.c,5,16
Static Function,"check_pipe",git\write_or_die.c,2,4
Static Function,"check_preimage",git\builtin\apply.c,21,53
Static Function,"check_preimage_overflow",git\vcs-svn\fast_export.c,2,2
Static Function,"check_reachable_object",git\builtin\fsck.c,3,6
Static Function,"check_ref",git\connect.c,6,13
Static Function,"check_ref_format_branch",git\builtin\check-ref-format.c,2,6
Function,"check_ref_type",git\connect.c,1,1
Static Function,"check_refname_component",git\refs.c,11,22
Function,"check_refname_format",git\refs.c,8,22
Static Function,"check_removed",git\diff-lib.c,6,11
Function,"check_repository_format",git\setup.c,1,1
Static Function,"check_repository_format_gently",git\setup.c,3,12
Function,"check_repository_format_version",git\setup.c,7,15
Static Function,"check_safe_crlf",git\convert.c,8,14
Function,"check_sha1_signature",git\sha1_file.c,8,20
Function,"check_shallow_file_for_update",git\shallow.c,5,10
Static Function,"check_signum",git\sigchain.c,2,2
Static Function,"check_single_commit",git\line-log.c,7,19
Static Function,"check_socket_directory",git\credential-cache--daemon.c,5,12
Static Function,"check_stage",git\builtin\checkout.c,4,9
Static Function,"check_stages",git\builtin\checkout.c,4,12
Static Function,"check_subexp_limits",git\compat\regex\regexec.c,17,46
Static Function,"check_subexp_matching_top",git\compat\regex\regexec.c,4,11
Static Function,"check_submodules_use_gitfiles",git\builtin\rm.c,6,18
Static Function,"check_symref",git\builtin\symbolic-ref.c,6,13
Static Function,"check_tag",git\sha1_file.c,2,3
Static Function,"check_to_create",git\builtin\apply.c,7,15
Static Function,"check_tracking_branch",git\branch.c,1,4
Static Function,"check_tracking_name",git\builtin\checkout.c,3,13
Static Function,"check_tree",git\sha1_file.c,2,2
Static Function,"check_typos",git\parse-options.c,6,11
Static Function,"check_unreachable_object",git\builtin\fsck.c,12,27
Static Function,"check_updates",git\unpack-trees.c,12,34
Static Function,"check_whitespace",git\builtin\apply.c,1,2
Static Function,"checkdiff_consume",git\diff.c,7,33
Struct,"checkdiff_t",git\diff.c,,0
Struct,"checkout",git\cache.h,,0
Static Function,"checkout",git\builtin\clone.c,9,38
File,"checkout-index.c",git\builtin\checkout-index.c,,182
File,"checkout.c",git\builtin\checkout.c,,657
Static Function,"checkout_all",git\builtin\checkout-index.c,10,23
Static Function,"checkout_branch",git\builtin\checkout.c,14,29
Function,"checkout_entry",git\entry.c,11,28
Function,"checkout_fast_forward",git\merge.c,7,35
Static Function,"checkout_file",git\builtin\checkout-index.c,13,36
Static Function,"checkout_merged",git\builtin\checkout.c,8,34
Struct,"checkout_opts",git\builtin\checkout.c,,0
Static Function,"checkout_paths",git\builtin\checkout.c,30,80
Static Function,"checkout_stage",git\builtin\checkout.c,4,9
Static Function,"checkout_target",git\builtin\apply.c,2,6
Static Function,"checkpoint",git\fast-import.c,2,6
Static Function,"cherry_pick_list",git\revision.c,16,44
Struct,"child",git\daemon.c,,0
Static Function,"child_handler",git\daemon.c,1,1
Struct,"child_process",git\run-command.h,,0
Struct,"child_to_clean",git\run-command.c,,0
Static Function,"chk_hit_marker",git\grep.c,4,6
Static Function,"chmod_callback",git\builtin\update-index.c,2,5
Static Function,"chmod_path",git\builtin\update-index.c,5,19
Static Function,"chomp_trailing_dir_sep",git\path.c,2,3
Struct,"chunk",git\pretty.c,,0
Static Function,"claim_diff_tempfile",git\diff.c,3,4
File,"clean.c",git\builtin\clean.c,,592
Static Function,"clean_cmd",git\builtin\clean.c,1,1
Static Function,"clean_cmdnames",git\help.c,2,5
Static Function,"clean_get_color",git\builtin\clean.c,2,3
Static Function,"clean_message_id",git\builtin\log.c,6,14
Static Function,"clean_print_color",git\builtin\clean.c,1,1
Static Function,"clean_state_log_if_needed",git\compat\regex\regexec.c,4,12
Static Function,"cleanup",git\http-walker.c,3,10
Static Function,"cleanup",git\builtin\stripspace.c,3,6
Static Function,"cleanup_children",git\run-command.c,2,5
Static Function,"cleanup_children_on_exit",git\run-command.c,1,1
Static Function,"cleanup_children_on_signal",git\run-command.c,1,3
Static Function,"cleanup_path",git\path.c,3,5
Static Function,"cleanup_preferred_base",git\builtin\pack-objects.c,4,16
Static Function,"cleanup_socket",git\credential-cache--daemon.c,2,2
Static Function,"cleanup_socket_on_signal",git\credential-cache--daemon.c,1,3
Static Function,"cleanup_space",git\builtin\mailinfo.c,4,5
Static Function,"cleanup_subject",git\builtin\mailinfo.c,13,32
Static Function,"cleanup_thread",git\builtin\index-pack.c,3,10
Static Function,"cleanup_threaded_search",git\builtin\pack-objects.c,1,5
Static Function,"clear_author_date_slab",git\commit.c,2,1
Function,"clear_cas_option",git\remote.c,2,4
Static Function,"clear_ce_flags",git\unpack-trees.c,1,4
Static Function,"clear_ce_flags_1",git\unpack-trees.c,8,36
Static Function,"clear_ce_flags_dir",git\unpack-trees.c,4,14
Static Function,"clear_child_for_cleanup",git\run-command.c,3,6
Static Function,"clear_commit_line_range",git\line-log.c,2,5
Function,"clear_commit_marks",git\commit.c,1,1
Static Function,"clear_commit_marks_1",git\commit.c,5,10
Function,"clear_commit_marks_for_object_array",git\commit.c,3,5
Function,"clear_commit_marks_many",git\commit.c,3,6
Function,"clear_delta_base_cache",git\sha1_file.c,2,2
Static Function,"clear_delta_base_cache_entry",git\sha1_file.c,1,4
Function,"clear_directory",git\dir.c,5,13
Static Function,"clear_distance",git\bisect.c,2,4
Function,"clear_exclude_list",git\dir.c,2,7
Static Function,"clear_image",git\builtin\apply.c,1,3
Static Function,"clear_indegree_slab",git\commit.c,2,1
Static Function,"clear_loose_ref_cache",git\refs.c,2,3
Function,"clear_mailmap",git\mailmap.c,1,4
Static Function,"clear_marks",git\fetch-pack.c,2,5
Function,"clear_object_flags",git\object.c,3,4
Static Function,"clear_packed_ref_cache",git\refs.c,3,6
Function,"clear_prio_queue",git\prio-queue.c,1,4
Static Function,"clear_progress_signal",git\progress.c,1,4
Static Function,"clear_push_info",git\builtin\remote.c,1,3
Static Function,"clear_ref_dir",git\refs.c,2,5
Static Function,"clear_saved_parents",git\revision.c,2,1
File,"clone.c",git\builtin\clone.c,,582
Static Function,"clone_local",git\builtin\clone.c,3,15
Static Function,"close_bundle",git\transport.c,2,5
Static Function,"close_callback",git\builtin\grep.c,1,3
Static Function,"close_deflated_stream",git\streaming.c,2,2
Function,"close_istream",git\streaming.c,1,3
Static Function,"close_istream_filtered",git\streaming.c,1,2
Static Function,"close_istream_incore",git\streaming.c,1,2
Static Function,"close_istream_loose",git\streaming.c,1,3
Static Function,"close_istream_pack_non_delta",git\streaming.c,1,2
Function,"close_lock_file",git\lockfile.c,1,3
Static Function,"close_one_pack",git\sha1_file.c,4,13
Function,"close_pack_index",git\sha1_file.c,2,3
Function,"close_pack_windows",git\sha1_file.c,3,10
Static Function,"close_pair",git\run-command.c,1,2
Function,"close_ref",git\refs.c,2,4
Static Function,"close_sha1_file",git\sha1_file.c,3,4
Function,"closedir",git\compat\win32\dirent.c,3,7
Static Function,"closedown_active_slot",git\http.c,1,2
Static Function,"clr_hit_marker",git\grep.c,3,6
Function,"cmd_add",git\builtin\add.c,40,108
Function,"cmd_annotate",git\builtin\annotate.c,2,7
Function,"cmd_apply",git\builtin\apply.c,26,144
Function,"cmd_archive",git\builtin\archive.c,3,20
Function,"cmd_bisect__helper",git\builtin\bisect--helper.c,2,14
Function,"cmd_blame",git\builtin\blame.c,48,215
Function,"cmd_branch",git\builtin\branch.c,42,189
Function,"cmd_bundle",git\builtin\bundle.c,11,34
Static Function,"cmd_capabilities",git\remote-testsvn.c,1,5
Function,"cmd_cat_file",git\builtin\cat-file.c,8,40
Function,"cmd_check_attr",git\builtin\check-attr.c,19,54
Function,"cmd_check_ignore",git\builtin\check-ignore.c,11,29
Function,"cmd_check_mailmap",git\builtin\check-mailmap.c,5,18
Function,"cmd_check_ref_format",git\builtin\check-ref-format.c,12,27
Function,"cmd_checkout",git\builtin\checkout.c,19,97
Function,"cmd_checkout_index",git\builtin\checkout-index.c,18,81
Function,"cmd_cherry",git\builtin\log.c,14,54
Function,"cmd_cherry_pick",git\builtin\revert.c,2,8
Function,"cmd_clean",git\builtin\clean.c,30,111
Function,"cmd_clone",git\builtin\clone.c,44,173
Function,"cmd_column",git\builtin\column.c,6,32
Function,"cmd_commit",git\builtin\commit.c,38,182
Function,"cmd_commit_tree",git\builtin\commit-tree.c,22,63
Function,"cmd_config",git\builtin\config.c,48,159
Function,"cmd_count_objects",git\builtin\count-objects.c,13,76
Function,"cmd_credential",git\builtin\credential.c,6,16
Function,"cmd_describe",git\builtin\describe.c,17,70
Function,"cmd_diff",git\builtin\diff.c,30,98
Function,"cmd_diff_files",git\builtin\diff-files.c,10,32
Function,"cmd_diff_index",git\builtin\diff-index.c,8,27
Function,"cmd_diff_tree",git\builtin\diff-tree.c,14,58
Function,"cmd_fast_export",git\builtin\fast-export.c,11,59
Function,"cmd_fetch",git\builtin\fetch.c,17,62
Function,"cmd_fetch__tool",git\contrib\examples\builtin-fetch--tool.c,21,63
Function,"cmd_fetch_pack",git\builtin\fetch-pack.c,31,106
Function,"cmd_fmt_merge_msg",git\builtin\fmt-merge-msg.c,9,42
Function,"cmd_for_each_ref",git\builtin\for-each-ref.c,7,43
Function,"cmd_format_patch",git\builtin\log.c,63,272
Function,"cmd_fsck",git\builtin\fsck.c,20,65
Function,"cmd_gc",git\builtin\gc.c,20,69
Function,"cmd_get_tar_commit_id",git\builtin\tar-tree.c,6,15
Function,"cmd_grep",git\builtin\grep.c,35,220
Function,"cmd_hash_object",git\builtin\hash-object.c,17,37
Function,"cmd_help",git\builtin\help.c,12,40
Static Function,"cmd_import",git\remote-testsvn.c,9,44
Function,"cmd_index_pack",git\builtin\index-pack.c,45,139
Function,"cmd_init_db",git\builtin\init-db.c,21,80
Static Function,"cmd_list",git\remote-testsvn.c,1,3
Function,"cmd_log",git\builtin\log.c,1,9
Static Function,"cmd_log_init",git\builtin\log.c,1,2
Static Function,"cmd_log_init_defaults",git\builtin\log.c,3,13
Static Function,"cmd_log_init_finish",git\builtin\log.c,15,53
Function,"cmd_log_reflog",git\builtin\log.c,1,14
Static Function,"cmd_log_walk",git\builtin\log.c,10,27
Function,"cmd_ls_files",git\builtin\ls-files.c,21,116
Function,"cmd_ls_remote",git\builtin\ls-remote.c,24,73
Function,"cmd_ls_tree",git\builtin\ls-tree.c,8,50
Function,"cmd_mailinfo",git\builtin\mailinfo.c,11,26
Function,"cmd_mailsplit",git\builtin\mailsplit.c,21,69
Function,"cmd_merge",git\builtin\merge.c,81,288
Function,"cmd_merge_base",git\builtin\merge-base.c,7,29
Function,"cmd_merge_file",git\builtin\merge-file.c,17,65
Function,"cmd_merge_index",git\builtin\merge-index.c,9,27
Function,"cmd_merge_ours",git\builtin\merge-ours.c,3,5
Function,"cmd_merge_recursive",git\builtin\merge-recursive.c,14,39
Function,"cmd_merge_tree",git\builtin\merge-tree.c,2,11
Function,"cmd_mktag",git\builtin\mktag.c,5,12
Function,"cmd_mktree",git\builtin\mktree.c,7,30
Function,"cmd_mv",git\builtin\mv.c,43,153
Function,"cmd_name_rev",git\builtin\name-rev.c,20,75
Function,"cmd_notes",git\builtin\notes.c,12,37
Function,"cmd_pack_objects",git\builtin\pack-objects.c,23,139
Function,"cmd_pack_redundant",git\builtin\pack-redundant.c,20,70
Function,"cmd_pack_refs",git\builtin\pack-refs.c,2,9
Static Function,"cmd_parseopt",git\builtin\rev-parse.c,27,81
Function,"cmd_patch_id",git\builtin\patch-id.c,2,4
Function,"cmd_prune",git\builtin\prune.c,6,34
Function,"cmd_prune_packed",git\builtin\prune-packed.c,2,12
Function,"cmd_push",git\builtin\push.c,6,51
Function,"cmd_read_tree",git\builtin\read-tree.c,28,108
Function,"cmd_receive_pack",git\builtin\receive-pack.c,22,62
Function,"cmd_reflog",git\builtin\reflog.c,6,11
Static Function,"cmd_reflog_delete",git\builtin\reflog.c,13,40
Static Function,"cmd_reflog_expire",git\builtin\reflog.c,21,62
Struct,"cmd_reflog_expire_cb",git\builtin\reflog.c,,0
Function,"cmd_remote",git\builtin\remote.c,12,30
Function,"cmd_remote_ext",git\builtin\remote-ext.c,2,3
Function,"cmd_remote_fd",git\builtin\remote-fd.c,5,15
Function,"cmd_repack",git\builtin\repack.c,44,205
Function,"cmd_replace",git\builtin\replace.c,9,31
Function,"cmd_repo_config",git\builtin\config.c,1,2
Function,"cmd_rerere",git\builtin\rerere.c,16,46
Function,"cmd_reset",git\builtin\reset.c,26,81
Function,"cmd_rev_list",git\builtin\rev-list.c,22,75
